Word,Gender,Number,Lemma
accompagnante,feminine,singular,accompagnant
accompagnantes,feminine,plural,accompagnant
accompagnateur,masculine,singular,accompagnateur
accompagnateurs,masculine,plural,accompagnateur
accompagnatrice,feminine,singular,accompagnateur
accompagnatrices,feminine,plural,accompagnateur
accompagné,masculine,singular,accompagné
accompagnés,masculine,plural,accompagné
accompagnée,feminine,singular,accompagné
accompagnées,feminine,plural,accompagné
accompli,masculine,singular,accompli
accomplis,masculine,plural,accompli
accomplie,feminine,singular,accompli
accomplies,feminine,plural,accompli
accordable,invariable,singular,accordable
accordables,invariable,plural,accordable
accordant,masculine,singular,accordant
accordants,masculine,plural,accordant
accordante,feminine,singular,accordant
accordantes,feminine,plural,accordant
accordé,masculine,singular,accordé
accordés,masculine,plural,accordé
accordée,feminine,singular,accordé
accordées,feminine,plural,accordé
accore,invariable,singular,accore
accores,invariable,plural,accore
accorné,masculine,singular,accorné
accornés,masculine,plural,accorné
accornée,feminine,singular,accorné
accornées,feminine,plural,accorné
accort,masculine,singular,accort
accorts,masculine,plural,accort
accorte,feminine,singular,accort
accortes,feminine,plural,accort
accostable,invariable,singular,accostable
accostables,invariable,plural,accostable
accostant,masculine,singular,accostant
accostants,masculine,plural,accostant
accostante,feminine,singular,accostant
accostantes,feminine,plural,accostant
accosté,masculine,singular,accosté
accostés,masculine,plural,accosté
accostée,feminine,singular,accosté
accostées,feminine,plural,accosté
accoté,masculine,singular,accoté
accotés,masculine,plural,accoté
accotée,feminine,singular,accoté
accotées,feminine,plural,accoté
accoucheur,masculine,singular,accoucheur
accoucheurs,masculine,plural,accoucheur
accoucheuse,feminine,singular,accoucheur
accoucheuses,feminine,plural,accoucheur
accoudé,masculine,singular,accoudé
accoudés,masculine,plural,accoudé
accoudée,feminine,singular,accoudé
accoudées,feminine,plural,accoudé
accouplé,masculine,singular,accouplé
accouplés,masculine,plural,accouplé
accouplée,feminine,singular,accouplé
accouplées,feminine,plural,accouplé
accourci,masculine,singular,accourci
accourcis,masculine,plural,accourci
accourcie,feminine,singular,accourci
accourcies,feminine,plural,accourci
accoutré,masculine,singular,accoutré
accoutrés,masculine,plural,accoutré
accoutrée,feminine,singular,accoutré
accoutrées,feminine,plural,accoutré
accoutumé,masculine,singular,accoutumé
accoutumés,masculine,plural,accoutumé
accoutumée,feminine,singular,accoutumé
accoutumées,feminine,plural,accoutumé
accouvi,masculine,singular,accouvi
accouvis,masculine,plural,accouvi
accouvie,feminine,singular,accouvi
accouvies,feminine,plural,accouvi
accouvillonné,masculine,singular,accouvillonné
accouvillonnés,masculine,plural,accouvillonné
accouvillonnée,feminine,singular,accouvillonné
accouvillonnées,feminine,plural,accouvillonné
accouvé,masculine,singular,accouvé
accouvés,masculine,plural,accouvé
accouvée,feminine,singular,accouvé
accouvées,feminine,plural,accouvé
accrescent,masculine,singular,accrescent
accrescents,masculine,plural,accrescent
accrescente,feminine,singular,accrescent
accrescentes,feminine,plural,accrescent
accro,invariable,singular,accro
accros,invariable,plural,accro
accrochable,invariable,singular,accrochable
accrochables,invariable,plural,accrochable
accrocheur,masculine,singular,accrocheur
accrocheurs,masculine,plural,accrocheur
accrocheuse,feminine,singular,accrocheur
accrocheuses,feminine,plural,accrocheur
accroché,masculine,singular,accroché
accrochés,masculine,plural,accroché
accrochée,feminine,singular,accroché
accrochées,feminine,plural,accroché
accroupi,masculine,singular,accroupi
accroupis,masculine,plural,accroupi
accroupie,feminine,singular,accroupi
accroupies,feminine,plural,accroupi
accroïde,invariable,singular,accroïde
accroïdes,invariable,plural,accroïde
accru,masculine,singular,accru
accrus,masculine,plural,accru
accrue,feminine,singular,accru
accrues,feminine,plural,accru
accréditaire,invariable,singular,accréditaire
accréditaires,invariable,plural,accréditaire
accréditant,masculine,singular,accréditant
accréditants,masculine,plural,accréditant
accréditante,feminine,singular,accréditant
accréditantes,feminine,plural,accréditant
accréditif,masculine,singular,accréditif
accréditifs,masculine,plural,accréditif
accréditive,feminine,singular,accréditif
accréditives,feminine,plural,accréditif
accrédité,masculine,singular,accrédité
accrédités,masculine,plural,accrédité
accréditée,feminine,singular,accrédité
accréditées,feminine,plural,accrédité
accrémentitiel,masculine,singular,accrémentitiel
accrémentitiels,masculine,plural,accrémentitiel
accrémentitielle,feminine,singular,accrémentitiel
accrémentitielles,feminine,plural,accrémentitiel
accrété,masculine,singular,accrété
accrétés,masculine,plural,accrété
accrétée,feminine,singular,accrété
accrétées,feminine,plural,accrété
accrêté,masculine,singular,accrêté
accrêtés,masculine,plural,accrêté
accrêtée,feminine,singular,accrêté
accrêtées,feminine,plural,accrêté
accueillant,masculine,singular,accueillant
accueillants,masculine,plural,accueillant
accueillante,feminine,singular,accueillant
accueillantes,feminine,plural,accueillant
accueilli,masculine,singular,accueilli
accueillis,masculine,plural,accueilli
accueillie,feminine,singular,accueilli
accueillies,feminine,plural,accueilli
acculturatif,masculine,singular,acculturatif
acculturatifs,masculine,plural,acculturatif
acculturative,feminine,singular,acculturatif
acculturatives,feminine,plural,acculturatif
acculturé,masculine,singular,acculturé
acculturés,masculine,plural,acculturé
acculturée,feminine,singular,acculturé
acculturées,feminine,plural,acculturé
acculé,masculine,singular,acculé
acculés,masculine,plural,acculé
acculée,feminine,singular,acculé
acculées,feminine,plural,acculé
accumulateur,masculine,singular,accumulateur
accumulateurs,masculine,plural,accumulateur
accumulatrice,feminine,singular,accumulateur
accumulatrices,feminine,plural,accumulateur
accumulatif,masculine,singular,accumulatif
accumulatifs,masculine,plural,accumulatif
accumulative,feminine,singular,accumulatif
accumulatives,feminine,plural,accumulatif
accumulé,masculine,singular,accumulé
accumulés,masculine,plural,accumulé
accumulée,feminine,singular,accumulé
accumulées,feminine,plural,accumulé
accurvé,masculine,singular,accurvé
accurvés,masculine,plural,accurvé
accurvée,feminine,singular,accurvé
accurvées,feminine,plural,accurvé
accusable,invariable,singular,accusable
accusables,invariable,plural,accusable
accusataire,invariable,singular,accusataire
accusataires,invariable,plural,accusataire
accusateur,masculine,singular,accusateur
accusateurs,masculine,plural,accusateur
accusatrice,feminine,singular,accusateur
accusatrices,feminine,plural,accusateur
accusatif,masculine,singular,accusatif
accusatifs,masculine,plural,accusatif
accusative,feminine,singular,accusatif
accusatives,feminine,plural,accusatif
accusatoire,invariable,singular,accusatoire
accusatoires,invariable,plural,accusatoire
accusé,masculine,singular,accusé
accusés,masculine,plural,accusé
accusée,feminine,singular,accusé
accusées,feminine,plural,accusé
accédé,masculine,singular,accédé
accédés,masculine,plural,accédé
accédée,feminine,singular,accédé
accédées,feminine,plural,accédé
accélérant,masculine,singular,accélérant
accélérants,masculine,plural,accélérant
accélérante,feminine,singular,accélérant
accélérantes,feminine,plural,accélérant
accélérateur,masculine,singular,accélérateur
accélérateurs,masculine,plural,accélérateur
accélératrice,feminine,singular,accélérateur
accélératrices,feminine,plural,accélérateur
accélératif,masculine,singular,accélératif
accélératifs,masculine,plural,accélératif
accélérative,feminine,singular,accélératif
accélératives,feminine,plural,accélératif
accélératoire,invariable,singular,accélératoire
accélératoires,invariable,plural,accélératoire
accéléré,masculine,singular,accéléré
accélérés,masculine,plural,accéléré
accélérée,feminine,singular,accéléré
accélérées,feminine,plural,accéléré
acellulaire,invariable,singular,acellulaire
acellulaires,invariable,plural,acellulaire
acentrique,invariable,singular,acentrique
acentriques,invariable,plural,acentrique
acerbe,invariable,singular,acerbe
acerbes,invariable,plural,acerbe
acersocome,invariable,singular,acersocome
acersocomes,invariable,plural,acersocome
acersécome,invariable,singular,acersécome
acersécomes,invariable,plural,acersécome
acertainé,masculine,singular,acertainé
acertainés,masculine,plural,acertainé
acertainée,feminine,singular,acertainé
acertainées,feminine,plural,acertainé
acescent,masculine,singular,acescent
acescents,masculine,plural,acescent
acescente,feminine,singular,acescent
acescentes,feminine,plural,acescent
achalandé,masculine,singular,achalandé
achalandés,masculine,plural,achalandé
achalandée,feminine,singular,achalandé
achalandées,feminine,plural,achalandé
achalant,masculine,singular,achalant
achalants,masculine,plural,achalant
achalante,feminine,singular,achalant
achalantes,feminine,plural,achalant
acharite,invariable,singular,acharite
acharites,invariable,plural,acharite
acharné,masculine,singular,acharné
acharnés,masculine,plural,acharné
acharnée,feminine,singular,acharné
acharnées,feminine,plural,acharné
achaudi,masculine,singular,achaudi
achaudis,masculine,plural,achaudi
achaudie,feminine,singular,achaudi
achaudies,feminine,plural,achaudi
acheminable,invariable,singular,acheminable
acheminables,invariable,plural,acheminable
acheminé,masculine,singular,acheminé
acheminés,masculine,plural,acheminé
acheminée,feminine,singular,acheminé
acheminées,feminine,plural,acheminé
achenillé,masculine,singular,achenillé
achenillés,masculine,plural,achenillé
achenillée,feminine,singular,achenillé
achenillées,feminine,plural,achenillé
achetable,invariable,singular,achetable
achetables,invariable,plural,achetable
acheteur,masculine,singular,acheteur
acheteurs,masculine,plural,acheteur
acheteuse,feminine,singular,acheteur
acheteuses,feminine,plural,acheteur
acheté,masculine,singular,acheté
achetés,masculine,plural,acheté
achetée,feminine,singular,acheté
achetées,feminine,plural,acheté
acheuléen,masculine,singular,acheuléen
acheuléens,masculine,plural,acheuléen
acheuléenne,feminine,singular,acheuléen
acheuléennes,feminine,plural,acheuléen
achevable,invariable,singular,achevable
achevables,invariable,plural,achevable
achevant,masculine,singular,achevant
achevants,masculine,plural,achevant
achevante,feminine,singular,achevant
achevantes,feminine,plural,achevant
achevé,masculine,singular,achevé
achevés,masculine,plural,achevé
achevée,feminine,singular,achevé
achevées,feminine,plural,achevé
achilléen,masculine,singular,achilléen
achilléens,masculine,plural,achilléen
achilléenne,feminine,singular,achilléen
achilléennes,feminine,plural,achilléen
achilléoïde,invariable,singular,achilléoïde
achilléoïdes,invariable,plural,achilléoïde
achiral,masculine,singular,achiral
achiraux,masculine,plural,achiral
achirale,feminine,singular,achiral
achirales,feminine,plural,achiral
achkenaze,masculine,singular,achkenaze
achkénaze,masculine,singular,achkénaze
achkénaze,masculine,singular,achkénaze
achloruré,masculine,singular,achloruré
achlorurés,masculine,plural,achloruré
achlorurée,feminine,singular,achloruré
achlorurées,feminine,plural,achloruré
acholique,invariable,singular,acholique
acholiques,invariable,plural,acholique
acholurique,invariable,singular,acholurique
acholuriques,invariable,plural,acholurique
achondroplase,invariable,singular,achondroplase
achondroplases,invariable,plural,achondroplase
achondroplasique,invariable,singular,achondroplasique
achondroplasiques,invariable,plural,achondroplasique
achromateux,masculine,singular,achromateux
achromateuse,feminine,singular,achromateux
achromateuses,invariable,plural,achromateux
achromatique,invariable,singular,achromatique
achromatiques,invariable,plural,achromatique
achromatisé,masculine,singular,achromatisé
achromatisés,masculine,plural,achromatisé
achromatisée,feminine,singular,achromatisé
achromatisées,feminine,plural,achromatisé
achromatope,invariable,singular,achromatope
achromatopes,invariable,plural,achromatope
achromatopsique,invariable,singular,achromatopsique
achromatopsiques,invariable,plural,achromatopsique
achrome,invariable,singular,achrome
achromes,invariable,plural,achrome
achromique,invariable,singular,achromique
achromiques,invariable,plural,achromique
achronique,invariable,singular,achronique
achroniques,invariable,plural,achronique
achronizoïque,invariable,singular,achronizoïque
achronizoïques,invariable,plural,achronizoïque
achéen,masculine,singular,achéen
achéens,masculine,plural,achéen
achéenne,feminine,singular,achéen
achéennes,feminine,plural,achéen
achéménide,invariable,singular,achéménide
achéménides,invariable,plural,achéménide
achérontique,invariable,singular,achérontique
achérontiques,invariable,plural,achérontique
acicole,invariable,singular,acicole
acicoles,invariable,plural,acicole
aciculaire,invariable,singular,aciculaire
aciculaires,invariable,plural,aciculaire
aciculiforme,invariable,singular,aciculiforme
aciculiformes,invariable,plural,aciculiforme
aciculé,masculine,singular,aciculé
aciculés,masculine,plural,aciculé
aciculée,feminine,singular,aciculé
aciculées,feminine,plural,aciculé
