,Word,lemme,cgram,genre,freqlemlivres
7661,cantonal,cantonal,ADJ,m,0.34
7671,collatéraux,collatéral,ADJ,m,0.34
7672,collégial,collégial,ADJ,m,0.34
7675,comparé,comparé,ADJ,m,0.34
7676,comparés,comparé,ADJ,m,0.34
7677,composant,composant,ADJ,m,0.34
7678,composants,composant,ADJ,m,0.34
7681,connaissant,connaissant,ADJ,m,0.34
7682,constitutif,constitutif,ADJ,m,0.34
7683,constitutifs,constitutif,ADJ,m,0.34
7697,défiant,défiant,ADJ,m,0.34
7702,dénué,dénué,ADJ,m,0.34
7704,dépaysant,dépaysant,ADJ,m,0.34
7705,dépliant,dépliant,ADJ,m,0.34
7706,dépliants,dépliant,ADJ,m,0.34
7728,exerçant,exerçant,ADJ,m,0.34
7738,festif,festif,ADJ,m,0.34
7752,fédérés,fédéré,ADJ,m,0.34
7765,haïtien,haïtien,ADJ,m,0.34
7779,incarcéré,incarcéré,ADJ,m,0.34
7781,indicatif,indicatif,ADJ,m,0.34
7789,insulté,insulté,ADJ,m,0.34
7798,irakien,irakien,ADJ,m,0.34
7799,irakiens,irakien,ADJ,m,0.34
7804,justificatif,justificatif,ADJ,m,0.34
7808,littoral,littoral,ADJ,m,0.34
7834,narratif,narratif,ADJ,m,0.34
7836,nié,nié,ADJ,m,0.34
7838,nominal,nominal,ADJ,m,0.34
7842,nuls,nuls,ADJ:ind,m,0.34
7849,optimal,optimal,ADJ,m,0.34
7851,opérationnel,opérationnel,ADJ,m,0.34
7852,opérationnels,opérationnel,ADJ,m,0.34
7858,patrimonial,patrimonial,ADJ,m,0.34
7874,possédant,possédant,ADJ,m,0.34
7917,sous-jacent,sous-jacent,ADJ,m,0.34
7934,sélectionné,sélectionné,ADJ,m,0.34
7935,sélectionnés,sélectionné,ADJ,m,0.34
7967,éditorial,éditorial,ADJ,m,0.34
7969,éducateur,éducateur,ADJ,m,0.34
7970,éducateurs,éducateur,ADJ,m,0.34
7975,électroménager,électroménager,ADJ,m,0.34
7977,émergé,émergé,ADJ,m,0.34
7990,accompagnant,accompagnant,ADJ,m,0.27
7995,adhérent,adhérent,ADJ,m,0.27
7996,adhérents,adhérent,ADJ,m,0.27
7998,admirateurs,admirateur,ADJ,m,0.27
7999,affilié,affilié,ADJ,m,0.27
8000,affiliés,affilié,ADJ,m,0.27
8003,agresseur,agresseur,ADJ,m,0.27
8004,agresseurs,agresseur,ADJ,m,0.27
8015,appartenant,appartenant,ADJ,m,0.27
8016,approuvé,approuvé,ADJ,m,0.27
8017,approuvés,approuvé,ADJ,m,0.27
8026,assujetti,assujetti,ADJ,m,0.27
8027,assujettis,assujetti,ADJ,m,0.27
8030,audiovisuel,audiovisuel,ADJ,m,0.27
8033,autocollants,autocollant,ADJ,m,0.27
8035,avéré,avéré,ADJ,m,0.27
8036,avérés,avéré,ADJ,m,0.27
8094,controversé,controversé,ADJ,m,0.27
8096,convivial,convivial,ADJ,m,0.27
8113,denté,denté,ADJ,m,0.27
8128,débiteur,débiteur,ADJ,m,0.27
8129,débiteurs,débiteur,ADJ,m,0.27
8134,dédié,dédié,ADJ,m,0.27
8135,dédiés,dédié,ADJ,m,0.27
8140,dérivé,dérivé,ADJ,m,0.27
8141,dérivés,dérivé,ADJ,m,0.27
8209,homologué,homologué,ADJ,m,0.27
8211,hydratant,hydratant,ADJ,m,0.27
8218,imaginant,imaginant,ADJ,m,0.27
8242,institutionnel,institutionnel,ADJ,m,0.27
8243,institutionnels,institutionnel,ADJ,m,0.27
8278,miens,miens,ADJ:pos,m,0.27
8297,opérant,opérant,ADJ,m,0.27
8301,ouvrés,ouvré,ADJ,m,0.27
8311,personnalisé,personnalisé,ADJ,m,0.27
8314,plain,plain,ADJ,m,0.27
8336,rappelé,rappelé,ADJ,m,0.27
8341,recouvrant,recouvrant,ADJ,m,0.27
8353,récepteur,récepteur,ADJ,m,0.27
8354,récepteurs,récepteur,ADJ,m,0.27
8360,régulateur,régulateur,ADJ,m,0.27
8361,régulateurs,régulateur,ADJ,m,0.27
8393,tien,tien,ADJ:pos,m,0.27
8395,totalisant,totalisant,ADJ,m,0.27
8425,abordé,abordé,ADJ,m,0.2
8426,abordés,abordé,ADJ,m,0.2
8427,abouti,abouti,ADJ,m,0.2
8440,agrégé,agrégé,ADJ,m,0.2
8443,alternant,alternant,ADJ,m,0.2
8456,apparentés,apparenté,ADJ,m,0.2
8466,aspirateur,aspirateur,ADJ,m,0.2
8469,assaillants,assaillant,ADJ,m,0.2
8475,attribué,attribué,ADJ,m,0.2
8476,attribués,attribué,ADJ,m,0.2
8482,axial,axial,ADJ,m,0.2
8490,basé,basé,ADJ,m,0.2
8491,basés,basé,ADJ,m,0.2
8546,consultant,consultant,ADJ,m,0.2
8547,consultants,consultant,ADJ,m,0.2
8556,créanciers,créancier,ADJ,m,0.2
8557,créatif,créatif,ADJ,m,0.2
8558,créatifs,créatif,ADJ,m,0.2
8564,cutané,cutané,ADJ,m,0.2
8590,détaillant,détaillant,ADJ,m,0.2
8591,détaillants,détaillant,ADJ,m,0.2
8592,détecteur,détecteur,ADJ,m,0.2
8593,détecteurs,détecteur,ADJ,m,0.2
8607,endettés,endetté,ADJ,m,0.2
8618,expéditeur,expéditeur,ADJ,m,0.2
8630,formateur,formateur,ADJ,m,0.2
8656,granulés,granulé,ADJ,m,0.2
8666,habilité,habilité,ADJ,m,0.2
8667,habilités,habilité,ADJ,m,0.2
8691,initiateur,initiateur,ADJ,m,0.2
8719,lauréat,lauréat,ADJ,m,0.2
8720,lauréats,lauréat,ADJ,m,0.2
8723,libyen,libyen,ADJ,m,0.2
8752,médaillé,médaillé,ADJ,m,0.2
8753,nord-américain,nord-américain,ADJ,m,0.2
8770,orchestré,orchestré,ADJ,m,0.2
8783,parmesan,parmesan,ADJ,m,0.2
8795,pointeur,pointeur,ADJ,m,0.2
8805,profitant,profitant,ADJ,m,0.2
8830,rapporteur,rapporteur,ADJ,m,0.2
8849,salarié,salarié,ADJ,m,0.2
8850,salariés,salarié,ADJ,m,0.2
8861,seconde,seconder,ADJ,m,0.2
8884,sulfurisé,sulfurisé,ADJ,m,0.2
8886,suppléant,suppléant,ADJ,m,0.2
8893,sympathisants,sympathisant,ADJ,m,0.2
8895,séparateur,séparateur,ADJ,m,0.2
8919,transporteur,transporteur,ADJ,m,0.2
8920,transporteurs,transporteur,ADJ,m,0.2
8951,évolutif,évolutif,ADJ,m,0.2
8959,accélérateur,accélérateur,ADJ,m,0.14
8964,adjectif,adjectif,ADJ,m,0.14
8974,agrémenté,agrémenté,ADJ,m,0.14
9013,attaquant,attaquant,ADJ,m,0.14
9014,attaquants,attaquant,ADJ,m,0.14
9016,attesté,attesté,ADJ,m,0.14
9071,carburant,carburant,ADJ,m,0.14
9072,carburants,carburant,ADJ,m,0.14
9081,centré,centré,ADJ,m,0.14
9082,centrés,centré,ADJ,m,0.14
9095,colombien,colombien,ADJ,m,0.14
9097,colorant,colorant,ADJ,m,0.14
9098,colorants,colorant,ADJ,m,0.14
9105,conceptuel,conceptuel,ADJ,m,0.14
9111,concurrentiel,concurrentiel,ADJ,m,0.14
9112,concurrentiels,concurrentiel,ADJ,m,0.14
9117,continent,continent,ADJ,m,0.14
9154,dispensé,dispensé,ADJ,m,0.14
9155,dispensés,dispensé,ADJ,m,0.14
9168,dénivelé,dénivelé,ADJ,m,0.14
9183,englobant,englobant,ADJ,m,0.14
9184,enjoint,enjoint,ADJ,m,0.14
9186,enseigné,enseigné,ADJ,m,0.14
9196,excédant,excédant,ADJ,m,0.14
9198,exploitant,exploitant,ADJ,m,0.14
9199,exportateur,exportateur,ADJ,m,0.14
9200,exportateurs,exportateur,ADJ,m,0.14
9216,frustrant,frustrant,ADJ,m,0.14
9285,induit,induit,ADJ,m,0.14
9287,industrialisés,industrialisé,ADJ,m,0.14
9306,insurgés,insurgé,ADJ,m,0.14
9310,interrogeant,interrogeant,ADJ,m,0.14
9311,interviewé,interviewé,ADJ,m,0.14
9319,isolant,isolant,ADJ,m,0.14
9322,ivoirien,ivoirien,ADJ,m,0.14
9332,justifiant,justifiant,ADJ,m,0.14
9339,lais,lai,ADJ,m,0.14
9386,migrants,migrant,ADJ,m,0.14
9415,médiateur,médiateur,ADJ,m,0.14
9416,médiateurs,médiateur,ADJ,m,0.14
9437,observant,observant,ADJ,m,0.14
9472,participant,participant,ADJ,m,0.14
9473,participants,participant,ADJ,m,0.14
9499,polluant,polluant,ADJ,m,0.14
9500,polluants,polluant,ADJ,m,0.14
9502,polyvalent,polyvalent,ADJ,m,0.14
9511,presseur,presseur,ADJ,m,0.14
9516,promotionnel,promotionnel,ADJ,m,0.14
9518,prédit,prédit,ADJ,m,0.14
9519,préférentiel,préférentiel,ADJ,m,0.14
9529,qualitatif,qualitatif,ADJ,m,0.14
9531,quantitatif,quantitatif,ADJ,m,0.14
9555,résident,résident,ADJ,m,0.14
9556,résidents,résident,ADJ,m,0.14
9563,saoudien,saoudien,ADJ,m,0.14
9565,sautant,sautant,ADJ,m,0.14
9568,sectoriels,sectoriel,ADJ,m,0.14
9611,taxé,taxé,ADJ,m,0.14
9627,transformateur,transformateur,ADJ,m,0.14
9628,transformateurs,transformateur,ADJ,m,0.14
9654,usant,usant,ADJ,m,0.14
9658,valorisant,valorisant,ADJ,m,0.14
9661,vecteur,vecteur,ADJ,m,0.14
9662,vecteurs,vecteur,ADJ,m,0.14
9698,activé,activé,ADJ,m,0.07
9699,activés,activé,ADJ,m,0.07
9704,adoptant,adoptant,ADJ,m,0.07
9706,affichant,affichant,ADJ,m,0.07
9720,amplificateur,amplificateur,ADJ,m,0.07
9777,arien,arien,ADJ,m,0.07
9778,ariens,arien,ADJ,m,0.07
9785,associatifs,associatif,ADJ,m,0.07
9905,circulant,circulant,ADJ,m,0.07
9913,cognitif,cognitif,ADJ,m,0.07
9914,cognitifs,cognitif,ADJ,m,0.07
9917,comparant,comparant,ADJ,m,0.07
9933,contaminants,contaminant,ADJ,m,0.07
9934,contractant,contractant,ADJ,m,0.07
9942,coordonné,coordonné,ADJ,m,0.07
9950,coréen,coréen,ADJ,m,0.07
9951,coréens,coréen,ADJ,m,0.07
9970,célébrant,célébrant,ADJ,m,0.07
9986,diffusant,diffusant,ADJ,m,0.07
9987,différentiel,différentiel,ADJ,m,0.07
9990,diminuant,diminuant,ADJ,m,0.07
9999,documenté,documenté,ADJ,m,0.07
10001,domicilié,domicilié,ADJ,m,0.07
10012,déclarant,déclarant,ADJ,m,0.07
10031,déposant,déposant,ADJ,m,0.07
10043,détracteurs,détracteur,ADJ,m,0.07
10059,enlevé,enleve,ADJ,m,0.07
10138,gouvernants,gouvernant,ADJ,m,0.07
10189,immigrants,immigrant,ADJ,m,0.07
10228,innovant,innovant,ADJ,m,0.07
10282,locatif,locatif,ADJ,m,0.07
10285,lubrifiant,lubrifiant,ADJ,m,0.07
10360,modérateur,modérateur,ADJ,m,0.07
10372,mutants,mutant,ADJ,m,0.07
10388,nettoyant,nettoyant,ADJ,m,0.07
10389,nettoyants,nettoyant,ADJ,m,0.07
10404,nutritionnel,nutritionnel,ADJ,m,0.07
10416,opposant,opposant,ADJ,m,0.07
10424,ordonnateur,ordonnateur,ADJ,m,0.07
10434,palliatifs,palliatif,ADJ,m,0.07
10455,paysager,paysager,ADJ,m,0.07
10463,perpétrés,perpétré,ADJ,m,0.07
10478,plaignants,plaignant,ADJ,m,0.07
10503,primé,primé,ADJ,m,0.07
10504,primés,primé,ADJ,m,0.07
10519,préservatif,préservatif,ADJ,m,0.07
10520,préservatifs,préservatif,ADJ,m,0.07
10522,prévisionnel,prévisionnel,ADJ,m,0.07
10535,péri,péri,ADJ,m,0.07
10556,relaxant,relaxant,ADJ,m,0.07
10559,relevant,relevant,ADJ,m,0.07
10583,réactif,réactif,ADJ,m,0.07
10584,réactifs,réactif,ADJ,m,0.07
10585,récapitulatif,récapitulatif,ADJ,m,0.07
10588,réducteur,réducteur,ADJ,m,0.07
10593,résidant,résidant,ADJ,m,0.07
10594,résultant,résultant,ADJ,m,0.07
10595,réélu,réélu,ADJ,m,0.07
10624,soignant,soignant,ADJ,m,0.07
10625,soignants,soignant,ADJ,m,0.07
10639,spécifié,spécifié,ADJ,m,0.07
10721,triplé,triplé,ADJ,m,0.07
10765,votant,votant,ADJ,m,0.07
10766,votants,votant,ADJ,m,0.07
10774,wallon,wallon,ADJ,m,0.07
10803,abonné,abonné,ADJ,m,0.0
10804,abonnés,abonné,ADJ,m,0.0
10805,abritant,abritant,ADJ,m,0.0
10818,additif,additif,ADJ,m,0.0
10819,additifs,additif,ADJ,m,0.0
10837,aminé,aminé,ADJ,m,0.0
10838,aminés,aminé,ADJ,m,0.0
10891,antécédents,antécédent,ADJ,m,0.0
10911,automatisé,automatisé,ADJ,m,0.0
10941,bienvenue,bienvenue,ADJ,m,0.0
10952,bloquant,bloquant,ADJ,m,0.0
11011,compétitif,compétitif,ADJ,m,0.0
11012,compétitifs,compétitif,ADJ,m,0.0
11025,coordinateur,coordinateur,ADJ,m,0.0
11026,coordonnateur,coordonnateur,ADJ,m,0.0
11085,décisionnel,décisionnel,ADJ,m,0.0
11086,déclenchant,déclenchant,ADJ,m,0.0
11111,environnemental,environnemental,ADJ,m,0.0
11112,environnementaux,environnemental,ADJ,m,0.0
11136,facturé,facturé,ADJ,m,0.0
11137,facturés,facturé,ADJ,m,0.0
11183,généré,généré,ADJ,m,0.0
11184,générés,généré,ADJ,m,0.0
11219,importateur,importateur,ADJ,m,0.0
11222,incitant,incitant,ADJ,m,0.0
11231,informant,informant,ADJ,m,0.0
11232,informatif,informatif,ADJ,m,0.0
11239,inhibiteur,inhibiteur,ADJ,m,0.0
11240,inhibiteurs,inhibiteur,ADJ,m,0.0
11250,interactif,interactif,ADJ,m,0.0
11251,interactifs,interactif,ADJ,m,0.0
11258,intergouvernemental,intergouvernemental,ADJ,m,0.0
11264,intervenant,intervenant,ADJ,m,0.0
11275,investisseur,investisseur,ADJ,m,0.0
11276,investisseurs,investisseur,ADJ,m,0.0
11289,jolie,jolie,ADJ,m,0.0
11306,logiciel,logiciel,ADJ,m,0.0
11307,logiciels,logiciel,ADJ,m,0.0
11370,mus,mu,ADJ,m,0.0
11378,mélangeant,mélangeant,ADJ,m,0.0
11407,nord-coréen,nord-coréen,ADJ,m,0.0
11443,ord,ord,ADJ,m,0.0
11469,payeur,payeur,ADJ,m,0.0
11492,pluriannuel,pluriannuel,ADJ,m,0.0
11517,priant,priant,ADJ,m,0.0
11575,relationnel,relationnel,ADJ,m,0.0
11603,salariaux,salarial,ADJ,m,0.0
11636,sociétal,sociétal,ADJ,m,0.0
11662,structurel,structurel,ADJ,m,0.0
11663,structurels,structurel,ADJ,m,0.0
11669,sud-coréen,sud-coréen,ADJ,m,0.0
11714,transformant,transformant,ADJ,m,0.0
11782,grande,grand,ADJ,f,1244.66
11783,grandes,grand,ADJ,f,1244.66
11784,seule,seul,ADJ,f,915.27
11785,seules,seul,ADJ,f,915.27
11786,bonne,bon,ADJ,f,789.66
11787,bonnes,bon,ADJ,f,789.66
11788,première,premier,ADJ,f,672.57
11789,premières,premier,ADJ,f,672.57
11790,belle,beau,ADJ,f,620.07
11791,belles,beau,ADJ,f,620.07
11792,vieille,vieux,ADJ,f,512.91
11793,vieilles,vieux,ADJ,f,512.91
11794,noire,noir,ADJ,f,482.23
11795,noires,noir,ADJ,f,482.23
11796,longue,long,ADJ,f,444.86
11797,longues,long,ADJ,f,444.86
11798,blanche,blanc,ADJ,f,430.54
11799,blanches,blanc,ADJ,f,430.54
11800,vraie,vrai,ADJ,f,430.07
11801,vraies,vrai,ADJ,f,430.07
11802,sûre,sûr,ADJ,f,412.97
11803,sûres,sûr,ADJ,f,412.97
11804,dernière,dernier,ADJ,f,403.11
11805,dernières,dernier,ADJ,f,403.11
11806,pleine,plein,ADJ,f,370.41
11807,pleines,plein,ADJ,f,370.41
11813,bleue,bleu,ADJ,f,207.64
11814,bleues,bleu,ADJ,f,207.64
11817,haute,haut,ADJ,f,196.76
11818,hautes,haut,ADJ,f,196.76
11824,certaine,certain,ADJ,f,182.64
11825,certaines,certain,ADJ,f,182.64
11826,aucune,aucune,ADJ:ind,f,174.73
11827,nouvelle,nouvelle,ADJ,f,172.5
11828,nouvelles,nouvelle,ADJ,f,172.5
11829,nue,nu,ADJ,f,168.04
11830,nues,nu,ADJ,f,168.04
11831,folle,fou,ADJ,f,164.32
11832,folles,fou,ADJ,f,164.32
11833,droite,droit,ADJ,f,163.38
11834,droites,droit,ADJ,f,163.38
11835,froide,froid,ADJ,f,161.69
11836,froides,froid,ADJ,f,161.69
11837,claire,clair,ADJ,f,156.69
11838,claires,clair,ADJ,f,156.69
11839,ancienne,ancien,ADJ,f,154.86
11840,anciennes,ancien,ADJ,f,154.86
11843,légère,léger,ADJ,f,151.01
11844,légères,léger,ADJ,f,151.01
11845,pareille,pareil,ADJ,f,149.66
11846,pareilles,pareil,ADJ,f,149.66
11847,entière,entier,ADJ,f,147.91
11848,entières,entier,ADJ,f,147.91
11849,dure,dur,ADJ,f,146.69
11850,dures,dur,ADJ,f,146.69
11851,lourde,lourd,ADJ,f,145.88
11852,lourdes,lourd,ADJ,f,145.88
11853,verte,vert,ADJ,f,145.14
11854,vertes,vert,ADJ,f,145.14
11857,sèche,sec,ADJ,f,142.84
11858,sèches,sec,ADJ,f,142.84
11859,forte,fort,ADJ,f,140.27
11860,fortes,fort,ADJ,f,140.27
11861,chère,cher,ADJ,f,133.65
11862,chères,cher,ADJ,f,133.65
11863,ouverte,ouvert,ADJ,f,132.36
11864,ouvertes,ouvert,ADJ,f,132.36
11865,prête,prêt,ADJ,f,121.28
11866,prêtes,prêt,ADJ,f,121.28
11867,jolie,joli,ADJ,f,120.0
11868,jolies,joli,ADJ,f,120.0
11869,telle,telle,ADJ:ind,f,118.58
11870,chaude,chaud,ADJ,f,113.31
11871,chaudes,chaud,ADJ,f,113.31
11872,morte,mort,ADJ,f,113.18
11873,mortes,mort,ADJ,f,113.18
11874,neuve,neuf,ADJ,f,113.18
11875,neuves,neuf,ADJ,f,113.18
11878,humaine,humain,ADJ,f,111.55
11879,humaines,humain,ADJ,f,111.55
11882,courte,court,ADJ,f,108.99
11883,courtes,court,ADJ,f,108.99
11884,profonde,profond,ADJ,f,105.74
11885,profondes,profond,ADJ,f,105.74
11886,nationale,national,ADJ,f,98.04
11887,nationales,national,ADJ,f,98.04
11888,fine,fin,ADJ,f,97.97
11889,fines,fin,ADJ,f,97.97
11890,générale,général,ADJ,f,95.41
11891,générales,général,ADJ,f,95.41
11892,vive,vif,ADJ,f,95.07
11893,vives,vif,ADJ,f,95.07
11894,vivante,vivant,ADJ,f,92.23
11895,vivantes,vivant,ADJ,f,92.23
11896,différente,différent,ADJ,f,92.03
11897,différentes,différent,ADJ,f,92.03
11898,lointaine,lointain,ADJ,f,91.96
11899,lointaines,lointain,ADJ,f,91.96
11902,pure,pur,ADJ,f,90.34
11903,pures,pur,ADJ,f,90.34
11904,seconde,second,ADJ,f,88.58
11905,secondes,second,ADJ,f,88.58
11906,meilleure,meilleur,ADJ,f,86.82
11907,meilleures,meilleur,ADJ,f,86.82
11908,importante,important,ADJ,f,86.76
11909,importantes,important,ADJ,f,86.76
11910,allemande,allemand,ADJ,f,86.55
11911,allemandes,allemand,ADJ,f,86.55
11912,contente,content,ADJ,f,86.49
11914,secrète,secret,ADJ,f,83.11
11915,secrètes,secret,ADJ,f,83.11
11916,présente,présent,ADJ,f,80.74
11917,présentes,présent,ADJ,f,80.74
11918,ronde,rond,ADJ,f,78.51
11919,rondes,rond,ADJ,f,78.51
11920,blonde,blond,ADJ,f,76.76
11921,blondes,blond,ADJ,f,76.76
11922,commune,commun,ADJ,f,75.95
11923,communes,commun,ADJ,f,75.95
11924,étroite,étroit,ADJ,f,75.81
11925,étroites,étroit,ADJ,f,75.81
11926,naturelle,naturel,ADJ,f,75.68
11927,naturelles,naturel,ADJ,f,75.68
11928,étrangère,étranger,ADJ,f,75.0
11929,étrangères,étranger,ADJ,f,75.0
11930,brève,bref,ADJ,f,74.8
11931,brèves,bref,ADJ,f,74.8
11932,américaine,américain,ADJ,f,74.73
11933,américaines,américain,ADJ,f,74.73
11936,brune,brun,ADJ,f,68.18
11937,brunes,brun,ADJ,f,68.18
11938,obscure,obscur,ADJ,f,67.57
11939,obscures,obscur,ADJ,f,67.57
11944,publique,public,ADJ,f,65.27
11945,publiques,public,ADJ,f,65.27
11946,soudaine,soudain,ADJ,f,65.27
11948,gentille,gentil,ADJ,f,64.86
11950,lente,lent,ADJ,f,64.12
11951,lentes,lent,ADJ,f,64.12
11952,normale,normal,ADJ,f,62.77
11953,normales,normal,ADJ,f,62.77
11954,inconnue,inconnu,ADJ,f,61.82
11955,inconnues,inconnu,ADJ,f,61.82
11958,plate,plat,ADJ,f,61.76
11959,plates,plat,ADJ,f,61.76
11962,entendue,entendu,ADJ,f,61.62
11963,entendues,entendu,ADJ,f,61.62
11966,prochaine,prochain,ADJ,f,59.32
11967,prochaines,prochain,ADJ,f,59.32
11970,passée,passé,ADJ,f,58.58
11971,passées,passé,ADJ,f,58.58
11974,perdue,perdu,ADJ,f,58.45
11975,perdues,perdu,ADJ,f,58.45
11976,fière,fier,ADJ,f,58.18
11978,vaine,vain,ADJ,f,57.03
11979,vaines,vain,ADJ,f,57.03
11980,fermée,fermé,ADJ,f,56.35
11981,fermées,fermé,ADJ,f,56.35
11982,particulière,particulier,ADJ,f,53.99
11983,particulières,particulier,ADJ,f,53.99
11986,brillante,brillant,ADJ,f,53.31
11987,brillantes,brillant,ADJ,f,53.31
11992,déserte,désert,ADJ,f,52.57
11994,faite,fait,ADJ,f,51.76
11995,faites,fait,ADJ,f,51.76
11996,certaines,certaines,ADJ:ind,f,51.55
11997,violente,violent,ADJ,f,51.49
11998,violentes,violent,ADJ,f,51.49
11999,suivante,suivant,ADJ,f,51.08
12000,suivantes,suivant,ADJ,f,51.08
12001,sourde,sourd,ADJ,f,50.68
12003,intérieure,intérieur,ADJ,f,50.61
12004,intérieures,intérieur,ADJ,f,50.61
12005,dorée,doré,ADJ,f,50.47
12006,dorées,doré,ADJ,f,50.47
12008,personnelle,personnel,ADJ,f,50.0
12009,personnelles,personnel,ADJ,f,50.0
12010,sociale,social,ADJ,f,49.8
12011,sociales,social,ADJ,f,49.8
12012,voisine,voisin,ADJ,f,49.73
12013,voisines,voisin,ADJ,f,49.73
12016,familière,familier,ADJ,f,47.91
12018,puissante,puissant,ADJ,f,47.7
12019,puissantes,puissant,ADJ,f,47.7
12022,supérieure,supérieur,ADJ,f,46.69
12023,supérieures,supérieur,ADJ,f,46.69
12024,inquiète,inquiet,ADJ,f,46.55
12026,éternelle,éternel,ADJ,f,45.88
12027,éternelles,éternel,ADJ,f,45.88
12028,muette,muet,ADJ,f,45.74
12032,sacrée,sacré,ADJ,f,45.2
12033,sacrées,sacré,ADJ,f,45.2
12036,venue,venu,ADJ,f,44.39
12037,venues,venu,ADJ,f,44.39
12038,complète,complet,ADJ,f,44.12
12039,complètes,complet,ADJ,f,44.12
12040,demie,demi,ADJ,f,43.51
12042,parfaite,parfait,ADJ,f,43.45
12043,parfaites,parfait,ADJ,f,43.45
12044,sainte,saint,ADJ,f,42.77
12045,saintes,saint,ADJ,f,42.77
12046,gaie,gai,ADJ,f,41.76
12048,moyenne,moyen,ADJ,f,41.69
12049,moyennes,moyen,ADJ,f,41.69
12050,totale,total,ADJ,f,41.62
12051,totales,total,ADJ,f,41.62
12052,régulière,régulier,ADJ,f,41.35
12053,régulières,régulier,ADJ,f,41.35
12054,serrée,serré,ADJ,f,41.28
12055,serrées,serré,ADJ,f,41.28
12056,charmante,charmant,ADJ,f,41.15
12057,charmantes,charmant,ADJ,f,41.15
12058,réelle,réel,ADJ,f,40.95
12059,réelles,réel,ADJ,f,40.95
12064,glacée,glacé,ADJ,f,40.27
12066,nette,net,ADJ,f,40.2
12067,nettes,net,ADJ,f,40.2
12068,habituelle,habituel,ADJ,f,39.93
12069,habituelles,habituel,ADJ,f,39.93
12074,égale,égal,ADJ,f,39.32
12075,égales,égal,ADJ,f,39.32
12078,principale,principal,ADJ,f,38.92
12079,principales,principal,ADJ,f,38.92
12080,exacte,exact,ADJ,f,38.58
12081,exactes,exact,ADJ,f,38.58
12082,tendue,tendu,ADJ,f,37.57
12083,tendues,tendu,ADJ,f,37.57
12086,quotidienne,quotidien,ADJ,f,37.43
12087,quotidiennes,quotidien,ADJ,f,37.43
12088,centrale,central,ADJ,f,37.23
12089,centrales,central,ADJ,f,37.23
12092,délicate,délicat,ADJ,f,37.03
12093,délicates,délicat,ADJ,f,37.03
12094,juive,juif,ADJ,f,36.76
12095,juives,juif,ADJ,f,36.76
12096,future,futur,ADJ,f,36.35
12097,futures,futur,ADJ,f,36.35
12098,brûlante,brûlant,ADJ,f,36.28
12101,cruelle,cruel,ADJ,f,35.88
12105,attentive,attentif,ADJ,f,35.74
12107,italienne,italien,ADJ,f,35.74
12108,italiennes,italien,ADJ,f,35.74
12111,brutale,brutal,ADJ,f,35.34
12113,nulle,nul,ADJ,f,35.07
12117,molle,"mou,mol",ADJ,f,34.53
12119,morale,moral,ADJ,f,34.53
12120,morales,moral,ADJ,f,34.53
12121,absolue,absolu,ADJ,f,34.39
12123,méchante,méchant,ADJ,f,34.05
12125,conne,con,ADJ,f,33.92
12127,excellente,excellent,ADJ,f,33.92
12128,excellentes,excellent,ADJ,f,33.92
12129,évidente,évident,ADJ,f,33.58
12130,évidentes,évident,ADJ,f,33.58
12131,mouillée,mouillé,ADJ,f,33.51
12135,discrète,discret,ADJ,f,33.04
12136,discrètes,discret,ADJ,f,33.04
12137,féminine,féminin,ADJ,f,32.91
12138,féminines,féminin,ADJ,f,32.91
12139,familiale,familial,ADJ,f,32.84
12140,familiales,familial,ADJ,f,32.84
12141,officielle,officiel,ADJ,f,32.84
12142,officielles,officiel,ADJ,f,32.84
12143,nulle,nulle,ADJ:ind,f,32.7
12144,endormie,endormi,ADJ,f,32.3
12146,vue,vu,ADJ,f,32.23
12147,vues,vu,ADJ,f,32.23
12150,intacte,intact,ADJ,f,31.89
12152,définitive,définitif,ADJ,f,31.76
12153,définitives,définitif,ADJ,f,31.76
12154,fatiguée,fatigué,ADJ,f,31.62
12156,pressée,pressé,ADJ,f,31.42
12158,spéciale,spécial,ADJ,f,31.22
12159,spéciales,spécial,ADJ,f,31.22
12160,enfantine,enfantin,ADJ,f,31.15
12162,transparente,transparent,ADJ,f,30.81
12163,transparentes,transparent,ADJ,f,30.81
12164,âgée,âgé,ADJ,f,30.74
12165,âgées,âgé,ADJ,f,30.74
12166,élevée,élevé,ADJ,f,30.68
12167,élevées,élevé,ADJ,f,30.68
12168,parisienne,parisien,ADJ,f,30.61
12169,parisiennes,parisien,ADJ,f,30.61
12172,indifférente,indifférent,ADJ,f,30.14
12174,amère,amer,ADJ,f,30.07
12176,étonnante,étonnant,ADJ,f,30.0
12177,étonnantes,étonnant,ADJ,f,30.0
12178,extérieure,extérieur,ADJ,f,29.86
12179,extérieures,extérieur,ADJ,f,29.86
12180,absente,absent,ADJ,f,29.8
12181,absentes,absent,ADJ,f,29.8
12182,grecque,grec,ADJ,f,29.46
12183,grecques,grec,ADJ,f,29.46
12184,prisonnière,prisonnier,ADJ,f,29.46
12186,royale,royal,ADJ,f,29.26
12187,royales,royal,ADJ,f,29.26
12188,connue,connu,ADJ,f,28.92
12189,connues,connu,ADJ,f,28.92
12190,élégante,élégant,ADJ,f,28.85
12191,élégantes,élégant,ADJ,f,28.85
12194,intéressante,intéressant,ADJ,f,28.65
12195,intéressantes,intéressant,ADJ,f,28.65
12196,civile,civil,ADJ,f,28.51
