"Word","lemme","cgram","genre","nombre","freqlemlivres"
"appartements","appartement","NOM","m","p","99.26"
"camarade","camarade","NOM","","s","98.99"
"camarades","camarade","NOM","","p","98.99"
"roi","roi","NOM","m","s","98.92"
"rois","roi","NOM","m","p","98.92"
"liberté","liberté","NOM","f","s","97.97"
"libertés","liberté","NOM","f","p","97.97"
"existence","existence","NOM","f","s","97.36"
"existences","existence","NOM","f","p","97.36"
"honneur","honneur","NOM","m","s","97.36"
"honneurs","honneur","NOM","m","p","97.36"
"intérêt","intérêt","NOM","m","s","97.36"
"intérêts","intérêt","NOM","m","p","97.36"
"trait","trait","NOM","m","s","97.3"
"traits","trait","NOM","m","p","97.3"
"camp","camp","NOM","m","s","97.23"
"camps","camp","NOM","m","p","97.23"
"compagnie","compagnie","NOM","f","s","97.16"
"compagnies","compagnie","NOM","f","p","97.16"
"rôle","rôle","NOM","m","s","96.96"
"rôles","rôle","NOM","m","p","96.96"
"téléphone","téléphone","NOM","m","s","96.82"
"téléphones","téléphone","NOM","m","p","96.82"
"sable","sable","NOM","m","s","96.55"
"sables","sable","NOM","m","p","96.55"
"étage","étage","NOM","m","s","96.55"
"étages","étage","NOM","m","p","96.55"
"grand-père","grand-père","NOM","m","s","96.49"
"grands-pères","grand-père","NOM","m","p","96.49"
"secret","secret","NOM","m","s","96.01"
"secrets","secret","NOM","m","p","96.01"
"nature","nature","NOM","f","s","95.88"
"natures","nature","NOM","f","p","95.88"
"figure","figure","NOM","f","s","95.34"
"figures","figure","NOM","f","p","95.34"
"faute","faute","NOM","f","s","95.2"
"fautes","faute","NOM","f","p","95.2"
"arrière","arrière","NOM","m","s","95"
"arrières","arrière","NOM","m","p","95"
"problème","problème","NOM","m","s","95"
"problèmes","problème","NOM","m","p","95"
"balle","balle","NOM","f","s","94.59"
"balles","balle","NOM","f","p","94.59"
"grand-mère","grand-mère","NOM","f","s","94.59"
"grand-mères","grand-mère","NOM","f","p","94.59"
"grands-mères","grand-mère","NOM","f","p","94.59"
"photo","photo","NOM","f","s","94.59"
"photos","photo","NOM","f","p","94.59"
"fête","fête","NOM","f","s","94.05"
"fêtes","fête","NOM","f","p","94.05"
"lampe","lampe","NOM","f","s","93.11"
"lampes","lampe","NOM","f","p","93.11"
"beauté","beauté","NOM","f","s","92.64"
"beautés","beauté","NOM","f","p","92.64"
"malheur","malheur","NOM","m","s","92.64"
"malheurs","malheur","NOM","m","p","92.64"
"capitaine","capitaine","NOM","m","s","92.57"
"capitaines","capitaine","NOM","m","p","92.57"
"oeuvre","oeuvre","NOM","","s","92.23"
"oeuvres","oeuvre","NOM","","p","92.23"
"confiance","confiance","NOM","f","s","91.96"
"confiances","confiance","NOM","f","p","91.96"
"douleur","douleur","NOM","f","s","91.89"
"douleurs","douleur","NOM","f","p","91.89"
"toit","toit","NOM","m","s","91.76"
"toits","toit","NOM","m","p","91.76"
"condition","condition","NOM","f","s","91.62"
"conditions","condition","NOM","f","p","91.62"
"allemand","allemand","NOM","m","s","91.55"
"allemande","allemand","NOM","f","s","91.55"
"allemandes","allemand","NOM","f","p","91.55"
"allemands","allemand","NOM","m","p","91.55"
"art","art","NOM","m","s","91.49"
"arts","art","NOM","m","p","91.49"
"chemise","chemise","NOM","f","s","91.42"
"chemises","chemise","NOM","f","p","91.42"
"détail","détail","NOM","m","s","91.15"
"détails","détail","NOM","m","p","91.15"
"glace","glace","NOM","f","s","91.01"
"glaces","glace","NOM","f","p","91.01"
"pont","pont","NOM","m","s","90.81"
"ponts","pont","NOM","m","p","90.81"
"poste","poste","NOM","","s","90.68"
"postes","poste","NOM","","p","90.68"
"vêtement","vêtement","NOM","m","s","90.14"
"vêtements","vêtement","NOM","m","p","90.14"
"tableau","tableau","NOM","m","s","90"
"tableaux","tableau","NOM","m","p","90"
"cousin","cousin","NOM","m","s","89.93"
"cousine","cousin","NOM","f","s","89.93"
"cousines","cousin","NOM","f","p","89.93"
"cousins","cousin","NOM","m","p","89.93"
"paquet","paquet","NOM","m","s","89.19"
"paquets","paquet","NOM","m","p","89.19"
"poids","poids","NOM","m","","89.05"
"veille","veille","NOM","f","s","89.05"
"veilles","veille","NOM","f","p","89.05"
"plan","plan","NOM","m","s","88.99"
"plans","plan","NOM","m","p","88.99"
"espace","espace","NOM","","s","88.51"
"espaces","espace","NOM","","p","88.51"
"chapeau","chapeau","NOM","m","s","88.04"
"chapeaux","chapeau","NOM","m","p","88.04"
"truc","truc","NOM","m","s","87.77"
"trucs","truc","NOM","m","p","87.77"
"passion","passion","NOM","f","s","87.64"
"passions","passion","NOM","f","p","87.64"
"action","action","NOM","f","s","87.43"
"actions","action","NOM","f","p","87.43"
"docteur","docteur","NOM","m","s","87.36"
"docteurs","docteur","NOM","m","p","87.36"
"doctoresse","docteur","NOM","f","s","87.36"
"parti","parti","NOM","m","s","87.36"
"partis","parti","NOM","m","p","87.36"
"trottoir","trottoir","NOM","m","s","87.36"
"trottoirs","trottoir","NOM","m","p","87.36"
"personnage","personnage","NOM","m","s","86.96"
"personnages","personnage","NOM","m","p","86.96"
"plage","plage","NOM","f","s","86.89"
"plages","plage","NOM","f","p","86.89"
"gorge","gorge","NOM","","s","86.82"
"gorges","gorge","NOM","f","p","86.82"
"dernier","dernier","NOM","m","s","86.08"
"derniers","dernier","NOM","m","p","86.08"
"dernière","dernier","NOM","f","s","86.08"
"dernières","dernier","NOM","f","p","86.08"
"branche","branche","NOM","f","s","85.61"
"branches","branche","NOM","f","p","85.61"
"jeunesse","jeunesse","NOM","f","s","85.14"
"jeunesses","jeunesse","NOM","f","p","85.14"
"patte","patte","NOM","f","s","85.14"
"pattes","patte","NOM","f","p","85.14"
"machine","machine","NOM","f","s","85"
"machines","machine","NOM","f","p","85"
"aventure","aventure","NOM","f","s","84.86"
"aventures","aventure","NOM","f","p","84.86"
"événement","événement","NOM","m","s","84.59"
"événements","événement","NOM","m","p","84.59"
"gare","gare","NOM","f","s","84.53"
"gares","gare","NOM","f","p","84.53"
"métier","métier","NOM","m","s","84.53"
"métiers","métier","NOM","m","p","84.53"
"rideau","rideau","NOM","m","s","84.53"
"rideaux","rideau","NOM","m","p","84.53"
"ridelle","rideau","NOM","f","s","84.53"
"ridelles","rideau","NOM","f","p","84.53"
"centre","centre","NOM","m","s","84.46"
"centres","centre","NOM","m","p","84.46"
"conseil","conseil","NOM","m","s","84.46"
"conseils","conseil","NOM","m","p","84.46"
"sein","sein","NOM","m","s","84.05"
"seins","sein","NOM","m","p","84.05"
"pointe","pointe","NOM","f","s","83.85"
"pointes","pointe","NOM","f","p","83.85"
"tas","tas","NOM","m","","83.78"
"police","police","NOM","f","s","83.72"
"polices","police","NOM","f","p","83.72"
"honte","honte","NOM","f","s","83.45"
"hontes","honte","NOM","f","p","83.45"
"bain","bain","NOM","m","s","83.04"
"bains","bain","NOM","m","p","83.04"
"franc","franc","NOM","m","s","82.84"
"francs","franc","NOM","m","p","82.84"
"réalité","réalité","NOM","f","s","82.77"
"réalités","réalité","NOM","f","p","82.77"
"éclat","éclat","NOM","m","s","82.77"
"éclats","éclat","NOM","m","p","82.77"
"animal","animal","NOM","m","s","82.64"
"animaux","animal","NOM","m","p","82.64"
"vacance","vacance","NOM","f","s","82.57"
"vacances","vacance","NOM","f","p","82.57"
"bateau","bateau","NOM","m","s","82.36"
"bateaux","bateau","NOM","m","p","82.36"
"pomme","pomme","NOM","f","s","82.36"
"pommes","pomme","NOM","f","p","82.36"
"avance","avance","NOM","f","s","82.3"
"avances","avance","NOM","f","p","82.3"
"montagne","montagne","NOM","f","s","81.82"
"montagnes","montagne","NOM","f","p","81.82"
"voisin","voisin","NOM","m","s","81.82"
"voisine","voisin","NOM","f","s","81.82"
"voisines","voisin","NOM","f","p","81.82"
"voisins","voisin","NOM","m","p","81.82"
"étoile","étoile","NOM","f","s","81.82"
"étoiles","étoile","NOM","f","p","81.82"
"rencontre","rencontre","NOM","f","s","81.76"
"rencontres","rencontre","NOM","f","p","81.76"
"client","client","NOM","m","s","81.55"
"cliente","client","NOM","f","s","81.55"
"clientes","client","NOM","f","p","81.55"
"clients","client","NOM","m","p","81.55"
"conscience","conscience","NOM","f","s","81.55"
"consciences","conscience","NOM","f","p","81.55"
"course","course","NOM","f","s","81.22"
"courses","course","NOM","f","p","81.22"
"ministre","ministre","NOM","","s","81.15"
"ministres","ministre","NOM","m","p","81.15"
"neige","neige","NOM","f","s","80.88"
"neiges","neige","NOM","f","p","80.88"
"trace","trace","NOM","f","s","80.27"
"traces","trace","NOM","f","p","80.27"
"arrivée","arrivée","NOM","f","s","80"
"arrivées","arrivée","NOM","f","p","80"
"compagne","compagnon","NOM","f","s","80"
"compagnes","compagnon","NOM","f","p","80"
"compagnon","compagnon","NOM","m","s","80"
"compagnonnes","compagnon","NOM","f","p","80"
"compagnons","compagnon","NOM","m","p","80"
"masse","masse","NOM","f","s","79.8"
"masses","masse","NOM","f","p","79.8"
"courant","courant","NOM","m","s","79.73"
"courants","courant","NOM","m","p","79.73"
"président","président","NOM","m","s","79.66"
"présidente","président","NOM","f","s","79.66"
"présidentes","président","NOM","f","p","79.66"
"présidents","président","NOM","m","p","79.66"
"anglais","anglais","NOM","m","","79.53"
"anglaise","anglais","NOM","f","s","79.53"
"anglaises","anglais","NOM","f","p","79.53"
"somme","somme","NOM","","s","79.26"
"sommes","somme","NOM","f","p","79.26"
"cuir","cuir","NOM","m","s","79.19"
"cuirs","cuir","NOM","m","p","79.19"
"moitié","moitié","NOM","f","s","79.05"
"moitiés","moitié","NOM","f","p","79.05"
"officier","officier","NOM","m","s","79.05"
"officiers","officier","NOM","m","p","79.05"
"officière","officier","NOM","f","s","79.05"
"vide","vide","NOM","m","s","78.85"
"vides","vide","NOM","m","p","78.85"
"mariage","mariage","NOM","m","s","78.72"
"mariages","mariage","NOM","m","p","78.72"
"cinéma","cinéma","NOM","m","s","78.51"
"cinémas","cinéma","NOM","m","p","78.51"
"poussière","poussière","NOM","f","s","78.45"
"poussières","poussière","NOM","f","p","78.45"
"nombre","nombre","NOM","m","s","78.38"
"nombres","nombre","NOM","m","p","78.38"
"avion","avion","NOM","m","s","78.04"
"avions","avion","NOM","m","p","78.04"
"amitié","amitié","NOM","f","s","77.77"
"amitiés","amitié","NOM","f","p","77.77"
"bataille","bataille","NOM","f","s","77.77"
"batailles","bataille","NOM","f","p","77.77"
"hauteur","hauteur","NOM","f","s","77.7"
"hauteurs","hauteur","NOM","f","p","77.7"
"note","note","NOM","f","s","77.43"
"notes","note","NOM","f","p","77.43"
"quart","quart","NOM","m","s","77.3"
"quarts","quart","NOM","m","p","77.3"
"papa","papa","NOM","m","s","77.16"
"surprise","surprise","NOM","f","s","77.16"
"surprises","surprise","NOM","f","p","77.16"
"autorité","autorité","NOM","f","s","77.03"
"autorités","autorité","NOM","f","p","77.03"
"expression","expression","NOM","f","s","76.89"
"expressions","expression","NOM","f","p","76.89"
"nuage","nuage","NOM","m","s","76.82"
"nuages","nuage","NOM","m","p","76.82"
"soirée","soirée","NOM","f","s","76.69"
"soirées","soirée","NOM","f","p","76.69"
"repas","repas","NOM","m","","76.62"
"foi","foi","NOM","f","s","76.49"
"taille","taille","NOM","f","s","76.49"
"tailles","taille","NOM","f","p","76.49"
"port","port","NOM","m","s","76.42"
"ports","port","NOM","m","p","76.42"
"absence","absence","NOM","f","s","76.28"
"absences","absence","NOM","f","p","76.28"
"vitre","vitre","NOM","f","s","76.22"
"vitres","vitre","NOM","f","p","76.22"
"froid","froid","NOM","m","s","76.08"
"froids","froid","NOM","m","p","76.08"
"poing","poing","NOM","m","s","76.08"
"poings","poing","NOM","m","p","76.08"
"poil","poil","NOM","m","s","76.01"
"poils","poil","NOM","m","p","76.01"
"faim","faim","NOM","f","s","75.95"
"faims","faim","NOM","f","p","75.95"
"importance","importance","NOM","f","s","75.81"
"importances","importance","NOM","f","p","75.81"
"médecin","médecin","NOM","m","s","75.61"
"médecins","médecin","NOM","m","p","75.61"
"lunette","lunette","NOM","f","s","75.27"
"lunettes","lunette","NOM","f","p","75.27"
"sortie","sortie","NOM","f","s","75.27"
"sorties","sortie","NOM","f","p","75.27"
"seul","seul","NOM","m","s","75.07"
"seule","seul","NOM","f","s","75.07"
"seules","seul","NOM","f","p","75.07"
"seuls","seul","NOM","m","p","75.07"
"volonté","volonté","NOM","f","s","74.93"
"volontés","volonté","NOM","f","p","74.93"
"roman","roman","NOM","m","s","74.8"
"romans","roman","NOM","m","p","74.8"
"terrain","terrain","NOM","m","s","74.73"
"terrains","terrain","NOM","m","p","74.73"
"château","château","NOM","m","s","74.12"
"châteaux","château","NOM","m","p","74.12"
"drap","drap","NOM","m","s","74.12"
"draps","drap","NOM","m","p","74.12"
"film","film","NOM","m","s","74.12"
"films","film","NOM","m","p","74.12"
"terrasse","terrasse","NOM","f","s","74.05"
"terrasses","terrasse","NOM","f","p","74.05"
"quai","quai","NOM","m","s","73.99"
"quais","quai","NOM","m","p","73.99"
"spectacle","spectacle","NOM","m","s","73.78"
"spectacles","spectacle","NOM","m","p","73.78"
"vague","vague","NOM","","s","73.58"
"vagues","vague","NOM","","p","73.58"
"appel","appel","NOM","m","s","73.45"
"appels","appel","NOM","m","p","73.45"
"silhouette","silhouette","NOM","f","s","73.31"
"silhouettes","silhouette","NOM","f","p","73.31"
"combat","combat","NOM","m","s","72.57"
"combats","combat","NOM","m","p","72.57"
"flic","flic","NOM","m","s","72.43"
"flics","flic","NOM","m","p","72.43"
"prison","prison","NOM","f","s","72.43"
"prisons","prison","NOM","f","p","72.43"
"blanc","blanc","NOM","m","s","72.36"
"blancs","blanc","NOM","m","p","72.36"
"loi","loi","NOM","f","s","72.3"
"lois","loi","NOM","f","p","72.3"
"mec","mec","NOM","m","s","72.3"
"mecs","mec","NOM","m","p","72.3"
"nord","nord","NOM","m","","72.3"
"bande","bande","NOM","f","s","72.23"
"bandes","bande","NOM","f","p","72.23"
"cesse","cesse","NOM","f","s","71.96"
"cesses","cesse","NOM","f","p","71.96"
"flamme","flamme","NOM","f","s","71.82"
"flammes","flamme","NOM","f","p","71.82"
"pantalon","pantalon","NOM","m","s","71.76"
"pantalons","pantalon","NOM","m","p","71.76"
"croix","croix","NOM","f","","71.62"
"tache","tache","NOM","f","s","71.28"
"taches","tache","NOM","f","p","71.28"
"titre","titre","NOM","m","s","71.22"
"titres","titre","NOM","m","p","71.22"
"voie","voie","NOM","f","s","71.01"
"voies","voie","NOM","f","p","71.01"
"bon","bon","NOM","m","s","70.95"
"bons","bon","NOM","m","p","70.95"
"courage","courage","NOM","m","s","70.34"
"courages","courage","NOM","m","p","70.34"
"politique","politique","NOM","","s","70.34"
"politiques","politique","NOM","","p","70.34"
"valise","valise","NOM","f","s","70.34"
"valises","valise","NOM","f","p","70.34"
"bien","bien","NOM","m","s","70.2"
"biens","bien","NOM","m","p","70.2"
"opération","opération","NOM","f","s","70.2"
"opérations","opération","NOM","f","p","70.2"
"numéro","numéro","NOM","m","s","70.07"
"numéros","numéro","NOM","m","p","70.07"
"douceur","douceur","NOM","f","s","70"
"douceurs","douceur","NOM","f","p","70"
"projet","projet","NOM","m","s","70"
"projets","projet","NOM","m","p","70"
"cuisse","cuisse","NOM","f","s","69.73"
"cuisses","cuisse","NOM","f","p","69.73"
"solitude","solitude","NOM","f","s","69.73"
"solitudes","solitude","NOM","f","p","69.73"
"amant","amant","NOM","m","s","69.59"
"amants","amant","NOM","m","p","69.59"
"fatigue","fatigue","NOM","f","s","69.46"
"fatigues","fatigue","NOM","f","p","69.46"
"horreur","horreur","NOM","f","s","69.46"
"horreurs","horreur","NOM","f","p","69.46"
"caisse","caisse","NOM","f","s","69.39"
"caisses","caisse","NOM","f","p","69.39"
"angoisse","angoisse","NOM","f","s","68.99"
"angoisses","angoisse","NOM","f","p","68.99"
"con","con","NOM","m","s","68.99"
"conne","con","NOM","f","s","68.99"
"connes","con","NOM","f","p","68.99"
"cons","con","NOM","m","p","68.99"
"immeuble","immeuble","NOM","m","s","68.78"
"immeubles","immeuble","NOM","m","p","68.78"
"intention","intention","NOM","f","s","68.65"
"intentions","intention","NOM","f","p","68.65"
"dîner","dîner","NOM","m","s","68.58"
"dîners","dîner","NOM","m","p","68.58"
"midi","midi","NOM","m","","68.38"
"midis","midi","NOM","m","p","68.38"
"rouge","rouge","NOM","","s","68.38"
"rouges","rouge","NOM","","p","68.38"
"cul","cul","NOM","m","s","68.31"
"culs","cul","NOM","m","p","68.31"
"soin","soin","NOM","m","s","68.24"
"soins","soin","NOM","m","p","68.24"
"théâtre","théâtre","NOM","m","s","68.18"
"théâtres","théâtre","NOM","m","p","68.18"
"manteau","manteau","NOM","m","s","68.11"
"manteaux","manteau","NOM","m","p","68.11"
"attitude","attitude","NOM","f","s","67.91"
"attitudes","attitude","NOM","f","p","67.91"
"son","son","NOM","m","s","67.84"
"sons","son","NOM","m","p","67.84"
"comte","comte","NOM","m","s","67.77"
"comtes","comte","NOM","m","p","67.77"
"comtesse","comte","NOM","f","s","67.77"
"comtesses","comte","NOM","f","p","67.77"
"peinture","peinture","NOM","f","s","67.64"
"peintures","peinture","NOM","f","p","67.64"
"connaissance","connaissance","NOM","f","s","67.5"
"connaissances","connaissance","NOM","f","p","67.5"
"fumée","fumée","NOM","f","s","67.36"
"fumées","fumée","NOM","f","p","67.36"
"destin","destin","NOM","m","s","67.23"
"destins","destin","NOM","m","p","67.23"
"lune","lune","NOM","f","s","66.69"
"lunes","lune","NOM","f","p","66.69"
"étranger","étranger","NOM","m","s","66.62"
"étrangers","étranger","NOM","m","p","66.62"
"étrangère","étranger","NOM","f","s","66.62"
"étrangères","étranger","NOM","f","p","66.62"
"banc","banc","NOM","m","s","66.42"
"bancs","banc","NOM","m","p","66.42"
"horizon","horizon","NOM","m","s","66.15"
"horizons","horizon","NOM","m","p","66.15"
"allure","allure","NOM","f","s","65.88"
"allures","allure","NOM","f","p","65.88"
"mine","mine","NOM","f","s","65.88"
"mines","mine","NOM","f","p","65.88"
"parfum","parfum","NOM","m","s","65.74"
"parfums","parfum","NOM","m","p","65.74"
"égard","égard","NOM","m","s","65.61"
"égards","égard","NOM","m","p","65.61"
"magasin","magasin","NOM","m","s","65.54"
"magasins","magasin","NOM","m","p","65.54"
"contact","contact","NOM","m","s","65.47"
"contacts","contact","NOM","m","p","65.47"
"preuve","preuve","NOM","f","s","65.34"
"preuves","preuve","NOM","f","p","65.34"
"avis","avis","NOM","m","p","65.14"
